OTU ID	Health.H001.B	Health.H002.B	Health.H003.B	Health.H004.B	Health.H005.B	Health.H006.B	Health.H007.B	Health.H008.B	Health.H009.B	Health.H010.B	Health.H011.B	Health.H012.B	Health.H013.B	Health.H014.B	Health.H015.B	Health.H016.B	Health.H017.B	Health.H018.B	Health.H019.B	Health.H020.B	Health.H021.B	Health.H022.B	Health.H023.B	Health.H024.B	Health.H025.B	Health.H026.B	Health.H027.B	Health.H028.B	Health.H029.B	Health.H030.B	Health.H031.B	Health.H032.B	Health.H033.B	Health.H034.B	Health.H035.B	Health.H036.B	Health.H037.B	Health.H038.B	Health.H039.B	Health.H040.B	Health.H041.B	Health.H042.B	Health.H043.B	Health.H044.B	Health.H045.B	Health.H046.B	Health.H047.B	Health.H048.B	Health.H049.B	Health.H050.B	Health.H051.B	Health.H052.B	Health.H053.B	Health.H054.B	Health.H055.B	Health.H056.B	Health.H057.B	Health.H058.B	Health.H059.B	Health.H060.B	Health.H061.B	Health.H062.B	Health.H063.B	Health.H064.B	Health.H065.B	Health.H066.B	Health.H067.B	Health.H068.B	Health.H069.B	Health.H070.B	Health.H071.B	Health.H072.B	Health.H073.B	Health.H074.B	Health.H075.B	Health.H076.B	Health.H077.B	Health.H078.B	Health.H079.B	Health.H080.B	Health.H081.B	Health.H082.B	Health.H083.B	Health.H084.B	Health.H085.B	PIH.P087.B	PIH.P088.B	PIH.P089.B	PIH.P090.B	PIH.P091.B	PIH.P093.B	PIH.P094.B	PIH.P096.B	PIH.P097.B	PIH.P098.B	PIH.P099.B	PIH.P101.B	PIH.P102.B	PIH.P103.B	PIH.P104.B	PIH.P106.B	PIH.P107.B	PIH.P108.B	PIH.P109.B	PIH.P110.B	PIH.P111.B	PIH.P112.B	PIH.P113.B	PIH.P114.B	PIH.P117.B	PIH.P118.B	PIH.P119.B	PIH.P120.B	PIH.P121.B	PIH.P124.B	PIH.P125.B	PIH.P128.B	PIH.P129.B	PIH.P130.B	PIH.P131.B	PIH.P132.B	PIH.P133.B	PIH.P134.B	PIH.P136.B	PIH.P137.B	PIH.P138.B	PIH.P139.B	PIH.P140.B	PIH.P141.B	PIH.P142.B	PIH.P143.B	PIH.P144.B	PIH.P145.B	PIH.P147.B	PIH.P148.B	PIH.P149.B	PIH.P150.B	PIH.P151.B	PIH.P152.B	PIH.P153.B	PIH.P154.B	PIH.P155.B	PIH.P156.B	PIH.P157.B	PIH.P158.B	PIH.P159.B	PIH.P161.B	PIH.P162.B	PIH.P163.B	PIH.P164.B	PIH.P165.B
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Selenomonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.25782227785e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Veillonella	0.000563204005006	0.0187734668335	0.022590738423	0.0107008760951	0.00187734668335	0.00187734668335	0.000250312891114	0.00187734668335	0.000312891113892	0.00481852315394	0.00193992490613	0.0285982478098	0.0254693366708	0.000500625782228	0.000125156445557	0.00131414267835	0.000876095118899	0.00306633291615	0.00250312891114	0.00575719649562	0.00982478097622	0.00112640801001	0.00963704630788	0.000750938673342	0.000688360450563	0.000563204005006	0.00106382978723	0.00431789737171	0.000563204005006	0.0017521902378	0.000125156445557	0.000438047559449	0.00150187734668	0.00081351689612	0.000375469336671	0.000375469336671	0.000250312891114	0.000876095118899	0.00707133917397	0.000187734668335	0.00100125156446	0.00863579474343	0.00344180225282	0.0	6.25782227785e-05	0.0	0.000125156445557	0.00100125156446	0.00325406758448	0.00100125156446	0.000938673341677	0.0	0.000750938673342	0.000125156445557	6.25782227785e-05	0.000250312891114	0.000625782227785	0.00538172715895	0.00375469336671	0.000250312891114	0.0	0.000438047559449	0.000250312891114	0.00125156445557	0.000500625782228	0.000312891113892	0.000563204005006	0.000500625782228	0.00463078848561	0.000125156445557	0.000250312891114	6.25782227785e-05	0.000312891113892	6.25782227785e-05	0.000250312891114	0.000750938673342	0.000438047559449	6.25782227785e-05	6.25782227785e-05	0.000312891113892	0.000250312891114	0.0	6.25782227785e-05	0.000250312891114	0.000563204005006	0.00444305381727	0.00538172715895	0.0385481852315	0.00281602002503	0.00187734668335	0.00118898623279	0.000750938673342	0.0157697121402	0.170588235294	0.191551939925	0.00106382978723	0.0193366708385	0.00387984981227	0.0673341677096	0.00400500625782	0.00300375469337	0.00181476846058	0.015832290363	0.00150187734668	0.00100125156446	0.00150187734668	0.000688360450563	0.00225281602003	0.00137672090113	0.000938673341677	0.000750938673342	0.00788485607009	0.00682102628285	0.00300375469337	0.00150187734668	0.00131414267835	0.00281602002503	0.0468710888611	0.000250312891114	0.000876095118899	0.000750938673342	0.00425531914894	0.044055068836	0.00732165206508	0.00237797246558	0.00100125156446	0.00125156445557	0.000750938673342	0.00244055068836	0.00281602002503	0.0190237797247	0.00106382978723	0.00081351689612	0.00200250312891	0.033041301627	0.00369211514393	0.00513141426783	0.238235294118	0.00106382978723	0.00131414267835	0.00131414267835	0.000500625782228	0.0014392991239	0.00550688360451	0.000625782227785	0.00237797246558	0.00081351689612	0.00531914893617	0.00219023779725	0.00118898623279	0.00750938673342
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Mogibacteriaceae];g__	0.0	0.000312891113892	6.25782227785e-05	6.25782227785e-05	6.25782227785e-05	0.0	0.000187734668335	0.0	0.0	0.000187734668335	0.000250312891114	0.000187734668335	0.000563204005006	0.000125156445557	0.0	0.000125156445557	0.000250312891114	0.000500625782228	0.000312891113892	6.25782227785e-05	0.000375469336671	0.0	6.25782227785e-05	0.000125156445557	0.000500625782228	0.000125156445557	0.000750938673342	0.000312891113892	0.00100125156446	6.25782227785e-05	0.000125156445557	0.000563204005006	0.000312891113892	0.00100125156446	0.000375469336671	0.000125156445557	0.000375469336671	0.000125156445557	0.000187734668335	0.000375469336671	0.0	6.25782227785e-05	0.000312891113892	0.00219023779725	6.25782227785e-05	0.000125156445557	6.25782227785e-05	0.000438047559449	0.000125156445557	0.00100125156446	0.000688360450563	0.000375469336671	0.000187734668335	6.25782227785e-05	0.000125156445557	0.000563204005006	6.25782227785e-05	0.000187734668335	0.0023153942428	0.000688360450563	0.0	6.25782227785e-05	0.000125156445557	0.000125156445557	0.0	0.00156445556946	0.000312891113892	0.000187734668335	0.000500625782228	0.000250312891114	0.000500625782228	0.000125156445557	0.000750938673342	0.00118898623279	0.000250312891114	0.0	0.000312891113892	0.00193992490613	0.000250312891114	0.000250312891114	0.000438047559449	0.000438047559449	6.25782227785e-05	0.000250312891114	6.25782227785e-05	0.000187734668335	0.0	0.00181476846058	0.000563204005006	0.0	0.000312891113892	0.000187734668335	0.00300375469337	0.000688360450563	0.000375469336671	0.000250312891114	0.000312891113892	0.0	6.25782227785e-05	0.000375469336671	0.000563204005006	0.000125156445557	6.25782227785e-05	0.000250312891114	0.0105757196496	0.000125156445557	0.000438047559449	0.000250312891114	6.25782227785e-05	0.000438047559449	6.25782227785e-05	0.000125156445557	0.000125156445557	0.000250312891114	0.00131414267835	0.000125156445557	0.000125156445557	0.000876095118899	0.0	0.000125156445557	6.25782227785e-05	0.00131414267835	6.25782227785e-05	0.000125156445557	6.25782227785e-05	0.000312891113892	0.000500625782228	0.0	0.0	0.000125156445557	6.25782227785e-05	6.25782227785e-05	0.0	0.000187734668335	6.25782227785e-05	0.00100125156446	0.000125156445557	6.25782227785e-05	0.0	0.000250312891114	0.000375469336671	0.000125156445557	0.000625782227785	0.000187734668335	0.000375469336671	0.00225281602003	0.00187734668335	0.000625782227785	0.000438047559449	0.00118898623279	6.25782227785e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Mogibacteriaceae];g__Mogibacterium	0.0	6.25782227785e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.25782227785e-05	0.0	0.0	0.0	0.0	0.0	6.25782227785e-05	0.000125156445557	0.0	0.0	0.0	0.0	0.0	6.25782227785e-05	6.25782227785e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.25782227785e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.25782227785e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.25782227785e-05	0.000125156445557	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.25782227785e-05	0.0	0.0	6.25782227785e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.25782227785e-05	6.25782227785e-05	0.000125156445557	6.25782227785e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00168961201502	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000187734668335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.25782227785e-05	0.0	0.0	6.25782227785e-05	0.0	0.0	0.0	0.0	0.0	0.0	6.25782227785e-05	0.000125156445557	0.000187734668335	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.25782227785e-05	0.0	0.0	0.0	0.0	0.0	6.25782227785e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__1-68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.25782227785e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.25782227785e-05	6.25782227785e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__Anaerococcus	0.0	0.0	6.25782227785e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.25782227785e-05	0.0	0.0	0.0	0.0	0.0	0.0	6.25782227785e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.25782227785e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.25782227785e-05	0.0	0.0	0.00419274092616	0.0	0.00137672090113	0.0	0.0	0.0	0.0	6.25782227785e-05	6.25782227785e-05	0.0	0.0	6.25782227785e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.25782227785e-05	6.25782227785e-05	0.0	0.0	0.0	0.000125156445557	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000563204005006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000125156445557	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.25782227785e-05	0.0	0.0	0.0	0.0	0.0	0.0	6.25782227785e-05	6.25782227785e-05	0.0	0.000125156445557	6.25782227785e-05	6.25782227785e-05	6.25782227785e-05	0.0	0.000125156445557	0.000125156445557	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.25782227785e-05	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__Finegoldia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.25782227785e-05	0.0	0.0	0.0	0.0	6.25782227785e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000125156445557	6.25782227785e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.25782227785e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.25782227785e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000250312891114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.25782227785e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__Parvimonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000438047559449	0.0	0.0	0.0	0.0	6.25782227785e-05	0.0	0.0	0.000187734668335	0.0	0.0	0.0	0.0	0.0	0.0	6.25782227785e-05	6.25782227785e-05	6.25782227785e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.25782227785e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000125156445557	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000125156445557	0.0	6.25782227785e-05	0.0	0.0	0.0	0.00118898623279	0.0	6.25782227785e-05	0.0	0.0	0.0	0.0	0.0	6.25782227785e-05	6.25782227785e-05	0.0	6.25782227785e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.25782227785e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.25782227785e-05	0.000312891113892	0.000125156445557	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.25782227785e-05	0.0	0.00275344180225	0.0	0.0	0.0	6.25782227785e-05	0.0	0.000125156445557	0.0	0.0	0.0	6.25782227785e-05	0.000187734668335	0.0	0.0	6.25782227785e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.25782227785e-05	0.0	0.0	0.000187734668335	6.25782227785e-05	0.0	0.0	0.0	0.0	0.0	6.25782227785e-05	6.25782227785e-05	6.25782227785e-05	0.0	0.0	0.000125156445557	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__Peptoniphilus	0.0	6.25782227785e-05	0.0	6.25782227785e-05	0.0	0.0	0.0	0.0	0.0	0.000125156445557	0.0	0.0	6.25782227785e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000312891113892	0.0	0.000125156445557	6.25782227785e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.25782227785e-05	0.0	0.0	0.0	0.000125156445557	0.0	0.0	6.25782227785e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000187734668335	0.0	0.0	0.0	0.0	0.00131414267835	0.0	0.0	6.25782227785e-05	0.0	0.0	0.0	0.0	0.0	0.0	6.25782227785e-05	6.25782227785e-05	0.0	0.0	6.25782227785e-05	6.25782227785e-05	0.0	0.0	0.0	0.0	0.000500625782228	0.0	0.0	0.0	0.00225281602003	0.0	0.0	6.25782227785e-05	0.000375469336671	0.0	0.0	0.0	0.0	0.0	0.0	0.000312891113892	0.0	0.000312891113892	0.0	0.0	0.0	6.25782227785e-05	0.0	0.0	0.0	6.25782227785e-05	0.0	6.25782227785e-05	0.0	0.0	0.000125156445557	0.000500625782228	0.0	0.0	0.000187734668335	0.0	6.25782227785e-05	6.25782227785e-05	6.25782227785e-05	0.0	0.0	0.0	0.0	0.000187734668335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.25782227785e-05	6.25782227785e-05	0.0	0.0	0.0	0.000125156445557	0.0	0.00112640801001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__WAL_1855D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000187734668335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.25782227785e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.25782227785e-05	0.0	0.0	0.0	0.0	0.0	0.000187734668335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.25782227785e-05	0.0	0.0	0.0	0.000187734668335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.25782227785e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000375469336671	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.25782227785e-05	0.0	0.0	0.0	0.0	0.000125156445557	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__	0.0454943679599	0.0066958698373	0.00675844806008	0.00544430538173	0.0023153942428	0.00513141426783	0.00269086357947	0.00744680851064	0.0122027534418	0.0347309136421	0.00575719649562	0.0126408010013	0.0129536921151	0.00456821026283	0.00650813516896	0.00456821026283	0.00344180225282	0.013829787234	0.00225281602003	0.0191489361702	0.0117021276596	0.00801001251564	0.0260951188986	0.00156445556946	0.00219023779725	0.0209637046308	0.0134543178974	0.00857321652065	0.00200250312891	0.00306633291615	0.00650813516896	0.00732165206508	0.00719649561952	0.199687108886	0.0107008760951	0.0118898623279	0.00550688360451	0.0117021276596	0.0263454317897	0.0810387984981	0.00801001251564	0.0063829787234	0.00807259073842	0.00450563204005	0.00125156445557	0.00269086357947	0.0166458072591	0.00688360450563	0.0124530663329	0.00344180225282	0.00325406758448	0.024280350438	0.00488110137672	0.00488110137672	0.0290362953692	0.00913642052566	0.0265331664581	0.00857321652065	0.00488110137672	0.00337922403004	0.0276595744681	0.00356695869837	0.00269086357947	0.0142052565707	0.00131414267835	0.0129536921151	0.0998122653317	0.0120775969962	0.0147058823529	0.00488110137672	0.00112640801001	0.0444305381727	0.026846057572	0.00682102628285	0.00306633291615	0.00782227784731	0.00575719649562	0.0640801001252	0.0292240300375	0.00350438047559	0.0153942428035	0.00632040050063	0.0245306633292	0.120400500626	0.00344180225282	0.00225281602003	0.00488110137672	0.0155819774718	0.00150187734668	0.00463078848561	0.00344180225282	0.00919899874844	0.00826032540676	0.009887359199	0.0149561952441	0.0120150187735	0.00713391739675	0.0168961201502	0.010450563204	0.000876095118899	0.00394242803504	0.014392991239	0.00419274092616	0.0014392991239	0.00431789737171	0.0167083854819	0.0215894868586	0.00425531914894	0.00244055068836	0.0184605757196	0.00244055068836	0.00419274092616	0.0100125156446	0.0554443053817	0.00794743429287	0.00250312891114	0.0220901126408	0.0145181476846	0.0275344180225	0.00137672090113	0.0406132665832	0.00838548185232	0.0200250312891	0.00206508135169	0.00569461827284	0.00544430538173	0.0357321652065	0.048310387985	0.00569461827284	0.00851063829787	0.00600750938673	0.00219023779725	0.0135794743429	0.211764705882	0.00951188986233	0.0212140175219	0.203316645807	0.0049436795995	0.00219023779725	0.00369211514393	0.00750938673342	0.00769712140175	0.00456821026283	0.0208385481852	0.0236545682103	0.0294117647059	0.00413016270338	0.0125156445557	0.0102628285357	0.00713391739675	0.0464956195244
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Allobaculum	0.0	0.0	0.0	6.25782227785e-05	0.0	0.0	0.0	0.0	0.0	0.0	6.25782227785e-05	0.0	0.0	0.0	0.0	6.25782227785e-05	0.0	0.0	0.0	0.0	0.0	0.0	6.25782227785e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.25782227785e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0031914893617	0.0	0.00100125156446	0.0	0.0	0.0	0.0	0.0	6.25782227785e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.25782227785e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.25782227785e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.25782227785e-05	0.0	0.0	0.0	6.25782227785e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Bulleidia	0.0	6.25782227785e-05	0.0	0.0	0.0	0.0	0.0	0.000125156445557	0.0	0.000125156445557	6.25782227785e-05	0.0	0.0	0.0	6.25782227785e-05	0.0	6.25782227785e-05	0.000125156445557	0.0	0.000250312891114	0.000250312891114	0.0	0.0	0.000125156445557	0.000375469336671	0.000125156445557	0.000312891113892	6.25782227785e-05	0.0	0.0	0.000625782227785	6.25782227785e-05	0.0	6.25782227785e-05	0.000125156445557	0.0	0.0	0.0	0.000125156445557	0.0	6.25782227785e-05	0.0	0.0	6.25782227785e-05	0.0	0.0	6.25782227785e-05	6.25782227785e-05	0.0	0.000125156445557	0.0	0.0	0.0	0.000125156445557	0.0	0.0	0.0	6.25782227785e-05	0.0	0.0	6.25782227785e-05	0.0	0.0	0.0	0.0	0.0	0.000250312891114	0.0	0.0	0.000125156445557	6.25782227785e-05	0.0	6.25782227785e-05	0.0	0.0	0.0	0.000187734668335	0.000187734668335	0.0	0.0	6.25782227785e-05	0.0	0.000250312891114	0.000125156445557	6.25782227785e-05	6.25782227785e-05	0.000125156445557	0.0	0.000187734668335	0.000500625782228	0.00325406758448	6.25782227785e-05	0.0	0.000250312891114	0.000375469336671	0.000250312891114	0.000500625782228	6.25782227785e-05	0.000125156445557	0.000187734668335	0.00525657071339	0.000375469336671	0.000250312891114	6.25782227785e-05	0.0133917396746	0.000250312891114	0.000125156445557	0.000125156445557	6.25782227785e-05	0.0472465581977	6.25782227785e-05	0.0	0.000250312891114	0.000187734668335	0.000187734668335	0.000125156445557	6.25782227785e-05	0.000125156445557	0.000125156445557	6.25782227785e-05	0.0	0.000125156445557	0.0	6.25782227785e-05	0.0	0.0	0.000375469336671	6.25782227785e-05	6.25782227785e-05	0.0	0.000125156445557	0.0	0.000125156445557	0.000187734668335	6.25782227785e-05	0.000187734668335	0.000438047559449	0.0	0.0	0.000125156445557	6.25782227785e-05	0.0	0.0	0.0	0.000312891113892	0.000876095118899	0.0	0.000187734668335	0.00306633291615	0.0	0.0
